SDG,SDG_Name,Country,Division,DivisionCode,Zila,ZilaCode,Estimate,Unit,Indicator,Source,Year,Definition,Note
2,No Hunger,Bangladesh,Khulna,40,Magura,55,138638,Metric ton,Boro Rice (Total) Production (Metric ton),Agricultural Yearbook 2017,2017,"Estimate of total boro rice production (local + high-yielding variety + hybrid).  Depending on the variety, boro rice is planted in the winter and harvested in the spring. ",SDG 2 Related
2,No Hunger,Bangladesh,Khulna,40,Magura,55,149950,Metric ton,Aman Rice (HYV) Production (Metric ton),Agricultural Yearbook 2017,2017,Estimate of high-yielding variety transplant aman rice production. High-yielding variety transplant aman rice is sown late June to mid-August and harvested December to early January. ,SDG 2 Related
2,No Hunger,Bangladesh,Khulna,40,Magura,55,151739,Metric ton,Aman Rice (Total) Production (Metric ton),Agricultural Yearbook 2017,2017,"Estimate of total aman production (broadcast + high-yielding variety + local transplant). Depending on the variety, aman rice is planted in the spring or summer and harvested in the winter. ",SDG 2 Related
2,No Hunger,Bangladesh,Khulna,40,Magura,55,28914,Hectares,Boro Rice (HYV) Area (Hectares),Agricultural Yearbook 2017,2017,Estimate of land area under boro high-yielding variety. Boro high-yielding variety rice is planted December to mid-February and harvested in mid-April to June.  ,SDG 2 Related
2,No Hunger,Bangladesh,Khulna,40,Meherpur,57,0,Metric ton,Potato (Local) Production (Metric ton),Agricultural Yearbook 2017,2017,Estimate of local potato production. Potato is planted mid-September to November and harvested mid-January to March. ,SDG 2 Related
2,No Hunger,Bangladesh,Khulna,40,Meherpur,57,85244,Metric ton,Boro Rice (Total) Production (Metric ton),Agricultural Yearbook 2017,2017,"Estimate of total boro rice production (local + high-yielding variety + hybrid).  Depending on the variety, boro rice is planted in the winter and harvested in the spring. ",SDG 2 Related
2,No Hunger,Bangladesh,Khulna,40,Meherpur,57,32687,Metric ton,Potato (HYV) Production (Metric ton),Agricultural Yearbook 2017,2017,Estimate of high-yielding variety potato production. Potato is planted mid-September to November and harvested mid-January to March.,SDG 2 Related
2,No Hunger,Bangladesh,Khulna,40,Meherpur,57,179,Metric ton,Aman Rice (LT) Production (Metric ton),Agricultural Yearbook 2017,2017,Estimate of aman local transplant rice production. Aman local transplant is planted end June to early September and harvested December to early January. ,SDG 2 Related
2,No Hunger,Bangladesh,Khulna,40,Meherpur,57,8956,Hectares,Aus Rice (Total) Area (Hectares),Agricultural Yearbook 2017,2017,Estimate of land area under aus rice (local + high-yielding variety). Aus rice is planted mid-March to mid-April and harvested July to August. ,SDG 2 Related
2,No Hunger,Bangladesh,Khulna,40,Meherpur,57,5610,Hectares,Wheat (Total) Area (Hectares),Agricultural Yearbook 2017,2017,Estimate of land area under wheat. Wheat is planted in November to December and harvested March to mid-April.  ,SDG 2 Related
2,No Hunger,Bangladesh,Khulna,40,Meherpur,57,23856,Hectares,Aman Rice (HYV) Area (Hectares),Agricultural Yearbook 2017,2017,Estimate of land area under high-yielding variety transplant aman rice. High-yielding variety transplant aman rice is sown late June to mid-August and harvested December to early January. ,SDG 2 Related
2,No Hunger,Bangladesh,Khulna,40,Meherpur,57,0,Hectares,Aman Rice (Broadcast) Area (Hectares),Agricultural Yearbook 2017,2017,Estimate of land area under local broadcast aman rice. Local broadcast aman rice is sown mid-March to mid-April and harvested mid-November to mid-December. ,SDG 2 Related
2,No Hunger,Bangladesh,Khulna,40,Meherpur,57,1408,Hectares,Potato (HYV) Area (Hectares),Agricultural Yearbook 2017,2017,Estimate of land area under high-yielding variety potato. Potato is planted mid-September to November and harvested mid-January to March.,SDG 2 Related
2,No Hunger,Bangladesh,Khulna,40,Meherpur,57,21440,Hectares,Boro Rice (Total) Area (Hectares),Agricultural Yearbook 2017,2017,"Estimate of land area under boro rice (local + high-yielding variety + hybrid). Depending on the variety, boro rice is planted in the winter and harvested in the spring. ",SDG 2 Related
2,No Hunger,Bangladesh,Khulna,40,Meherpur,57,0,Hectares,Boro Rice (Local) Area (Hectares),Agricultural Yearbook 2017,2017,Estimate of land area under boro local rice. Boro local rice is planted mid-November to mid-January and harvested April to May. ,SDG 2 Related
2,No Hunger,Bangladesh,Khulna,40,Meherpur,57,0,Hectares,Potato (Local) Area (Hectares),Agricultural Yearbook 2017,2017,Estimate of land area under local potato. Potato is planted mid-September to November and harvested mid-January to March. ,SDG 2 Related
2,No Hunger,Bangladesh,Khulna,40,Meherpur,57,1408,Hectares,Potato (Total) Area (Hectares),Agricultural Yearbook 2017,2017,Estimate of land area under potato (local + high-yielding variety). Potato is planted mid-September to November and harvested mid-January to March.,SDG 2 Related
2,No Hunger,Bangladesh,Khulna,40,Meherpur,57,0,Hectares,Aus Rice (Local) Area (Hectares),Agricultural Yearbook 2017,2017,Estimate of land area under aus local rice. Aus rice is planted mid-March to mid-April and harvested July to August.  ,SDG 2 Related
2,No Hunger,Bangladesh,Khulna,40,Meherpur,57,113,Hectares,Aman Rice (LT) Area (Hectares),Agricultural Yearbook 2017,2017,Estimate of land area under aman local transplant rice. Aman local transplant is planted end June to early September and harvested December to early January.  ,SDG 2 Related
2,No Hunger,Bangladesh,Khulna,40,Meherpur,57,78197,Metric ton,Boro Rice (HYV) Production (Metric ton),Agricultural Yearbook 2017,2017,Estimate of boro high-yielding variety rice production. Boro high-yielding variety rice is planted December to mid-February and harvested in mid-April to June. ,SDG 2 Related
2,No Hunger,Bangladesh,Khulna,40,Meherpur,57,32687,Metric ton,Potato (Total) Production (Metric ton),Agricultural Yearbook 2017,2017,Estimate of potato production (high-yielding variety + local). Potato is planted mid-September to November and harvested mid-January to March. ,SDG 2 Related
2,No Hunger,Bangladesh,Khulna,40,Meherpur,57,72439,Metric ton,Aman Rice (HYV) Production (Metric ton),Agricultural Yearbook 2017,2017,Estimate of high-yielding variety transplant aman rice production. High-yielding variety transplant aman rice is sown late June to mid-August and harvested December to early January. ,SDG 2 Related
2,No Hunger,Bangladesh,Khulna,40,Meherpur,57,0,Metric ton,Boro Rice (Local) Production (Metric ton),Agricultural Yearbook 2017,2017,Estimate of boro local rice production. Boro local rice is planted mid-November to mid-January and harvested April to May. ,SDG 2 Related
2,No Hunger,Bangladesh,Khulna,40,Meherpur,57,312260,Bales,Jute (Total) Production (Bales),Agricultural Yearbook 2017,2017,Estimate of jute production.,SDG 2 Related
2,No Hunger,Bangladesh,Khulna,40,Meherpur,57,0,Metric ton,Aman Rice (Broadcast) Production (Metric ton),Agricultural Yearbook 2017,2017,Estimate of local broadcast aman rice production. Local broadcast aman rice is sown mid-March to mid-April and harvested mid-November to mid-December.,SDG 2 Related
2,No Hunger,Bangladesh,Khulna,40,Meherpur,57,19893,Metric ton,Wheat (Total) Production (Metric ton),Agricultural Yearbook 2017,2017,Estimate of wheat production. Wheat is planted in November to December and harvested March to mid-April. ,SDG 2 Related
2,No Hunger,Bangladesh,Khulna,40,Meherpur,57,23969,Hectares,Aman Rice (Total) Area (Hectares),Agricultural Yearbook 2017,2017,"Estimate of total land area under aman rice (broadcast + high-yielding variety + local transplant). Depending on the variety, aman rice is planted in the spring or summer and harvested in the winter. ",SDG 2 Related
2,No Hunger,Bangladesh,Khulna,40,Meherpur,57,20056,Hectares,Boro Rice (HYV) Area (Hectares),Agricultural Yearbook 2017,2017,Estimate of land area under boro high-yielding variety. Boro high-yielding variety rice is planted December to mid-February and harvested in mid-April to June.  ,SDG 2 Related
2,No Hunger,Bangladesh,Khulna,40,Meherpur,57,8956,Hectares,Aus Rice (HYV) Area (Hectares),Agricultural Yearbook 2017,2017,Estimate of land area under aus high-yielding variety rice. Aus rice is planted mid-March to mid-April and harvested July to August.  ,SDG 2 Related
2,No Hunger,Bangladesh,Khulna,40,Meherpur,57,0,Metric ton,Aus Rice (Local) Production (Metric ton),Agricultural Yearbook 2017,2017,Estimate of aus local rice production. Aus rice is planted mid-March to mid-April and harvested July to August. ,SDG 2 Related
2,No Hunger,Bangladesh,Khulna,40,Meherpur,57,28829,Metric ton,Aus Rice (HYV) Production (Metric ton),Agricultural Yearbook 2017,2017,Estimate of aus high-yielding variety rice production. Aus rice is planted mid-March to mid-April and harvested July to August.  ,SDG 2 Related
2,No Hunger,Bangladesh,Khulna,40,Meherpur,57,24537,Hectares,Jute (Total) Area (Hectares),Agricultural Yearbook 2017,2017,Estimate of land area under jute. ,SDG 2 Related
2,No Hunger,Bangladesh,Khulna,40,Meherpur,57,7047,Metric ton,Boro Rice (Hybrid) Production (Metric ton),Agricultural Yearbook 2017,2017,Estimate of hybrid boro rice production. . Boro hybrid rice is planted December to mid-February and harvested in mid-April to June.  ,SDG 2 Related
2,No Hunger,Bangladesh,Khulna,40,Meherpur,57,72618,Metric ton,Aman Rice (Total) Production (Metric ton),Agricultural Yearbook 2017,2017,"Estimate of total aman production (broadcast + high-yielding variety + local transplant). Depending on the variety, aman rice is planted in the spring or summer and harvested in the winter. ",SDG 2 Related
2,No Hunger,Bangladesh,Khulna,40,Meherpur,57,28829,Metric ton,Aus Rice (Total) Production (Metric ton),Agricultural Yearbook 2017,2017,Estimate of total aus production (local + high-yielding variety). Aus rice is planted mid-March to mid-April and harvested July to August. ,SDG 2 Related
2,No Hunger,Bangladesh,Khulna,40,Meherpur,57,1384,Hectares,Boro Rice (Hybrid) Area (Hectares),Agricultural Yearbook 2017,2017,Estimate of land area under hybrid boro rice. Boro hybrid rice is is planted December to mid-February and harvested in mid-April to June. ,SDG 2 Related
2,No Hunger,Bangladesh,Khulna,40,Narail,65,68199,Metric ton,Boro Rice (Hybrid) Production (Metric ton),Agricultural Yearbook 2017,2017,Estimate of hybrid boro rice production. . Boro hybrid rice is planted December to mid-February and harvested in mid-April to June.  ,SDG 2 Related
2,No Hunger,Bangladesh,Khulna,40,Narail,65,2959,Metric ton,Aus Rice (HYV) Production (Metric ton),Agricultural Yearbook 2017,2017,Estimate of aus high-yielding variety rice production. Aus rice is planted mid-March to mid-April and harvested July to August.  ,SDG 2 Related
2,No Hunger,Bangladesh,Khulna,40,Narail,65,1337,Hectares,Aus Rice (HYV) Area (Hectares),Agricultural Yearbook 2017,2017,Estimate of land area under aus high-yielding variety rice. Aus rice is planted mid-March to mid-April and harvested July to August.  ,SDG 2 Related
2,No Hunger,Bangladesh,Khulna,40,Narail,65,4529,Hectares,Wheat (Total) Area (Hectares),Agricultural Yearbook 2017,2017,Estimate of land area under wheat. Wheat is planted in November to December and harvested March to mid-April.  ,SDG 2 Related
2,No Hunger,Bangladesh,Khulna,40,Narail,65,7652,Hectares,Aman Rice (Broadcast) Area (Hectares),Agricultural Yearbook 2017,2017,Estimate of land area under local broadcast aman rice. Local broadcast aman rice is sown mid-March to mid-April and harvested mid-November to mid-December. ,SDG 2 Related
2,No Hunger,Bangladesh,Khulna,40,Narail,65,25,Hectares,Potato (HYV) Area (Hectares),Agricultural Yearbook 2017,2017,Estimate of land area under high-yielding variety potato. Potato is planted mid-September to November and harvested mid-January to March.,SDG 2 Related
2,No Hunger,Bangladesh,Khulna,40,Narail,65,7771,Metric ton,Aman Rice (Broadcast) Production (Metric ton),Agricultural Yearbook 2017,2017,Estimate of local broadcast aman rice production. Local broadcast aman rice is sown mid-March to mid-April and harvested mid-November to mid-December.,SDG 2 Related
2,No Hunger,Bangladesh,Khulna,40,Narail,65,4967,Hectares,Aus Rice (Total) Area (Hectares),Agricultural Yearbook 2017,2017,Estimate of land area under aus rice (local + high-yielding variety). Aus rice is planted mid-March to mid-April and harvested July to August. ,SDG 2 Related
2,No Hunger,Bangladesh,Khulna,40,Narail,65,70822,Metric ton,Aman Rice (Total) Production (Metric ton),Agricultural Yearbook 2017,2017,"Estimate of total aman production (broadcast + high-yielding variety + local transplant). Depending on the variety, aman rice is planted in the spring or summer and harvested in the winter. ",SDG 2 Related
2,No Hunger,Bangladesh,Khulna,40,Narail,65,33313,Hectares,Aman Rice (Total) Area (Hectares),Agricultural Yearbook 2017,2017,"Estimate of total land area under aman rice (broadcast + high-yielding variety + local transplant). Depending on the variety, aman rice is planted in the spring or summer and harvested in the winter. ",SDG 2 Related
2,No Hunger,Bangladesh,Khulna,40,Narail,65,21732,Hectares,Jute (Total) Area (Hectares),Agricultural Yearbook 2017,2017,Estimate of land area under jute. ,SDG 2 Related
2,No Hunger,Bangladesh,Khulna,40,Narail,65,0,Metric ton,Potato (Local) Production (Metric ton),Agricultural Yearbook 2017,2017,Estimate of local potato production. Potato is planted mid-September to November and harvested mid-January to March. ,SDG 2 Related
2,No Hunger,Bangladesh,Khulna,40,Narail,65,341,Metric ton,Potato (HYV) Production (Metric ton),Agricultural Yearbook 2017,2017,Estimate of high-yielding variety potato production. Potato is planted mid-September to November and harvested mid-January to March.,SDG 2 Related
2,No Hunger,Bangladesh,Khulna,40,Narail,65,56101,Metric ton,Aman Rice (HYV) Production (Metric ton),Agricultural Yearbook 2017,2017,Estimate of high-yielding variety transplant aman rice production. High-yielding variety transplant aman rice is sown late June to mid-August and harvested December to early January. ,SDG 2 Related
2,No Hunger,Bangladesh,Khulna,40,Narail,65,3630,Hectares,Aus Rice (Local) Area (Hectares),Agricultural Yearbook 2017,2017,Estimate of land area under aus local rice. Aus rice is planted mid-March to mid-April and harvested July to August.  ,SDG 2 Related
2,No Hunger,Bangladesh,Khulna,40,Narail,65,165,Metric ton,Boro Rice (Local) Production (Metric ton),Agricultural Yearbook 2017,2017,Estimate of boro local rice production. Boro local rice is planted mid-November to mid-January and harvested April to May. ,SDG 2 Related
2,No Hunger,Bangladesh,Khulna,40,Narail,65,14164,Hectares,Boro Rice (Hybrid) Area (Hectares),Agricultural Yearbook 2017,2017,Estimate of land area under hybrid boro rice. Boro hybrid rice is is planted December to mid-February and harvested in mid-April to June. ,SDG 2 Related
2,No Hunger,Bangladesh,Khulna,40,Narail,65,4989,Metric ton,Aus Rice (Local) Production (Metric ton),Agricultural Yearbook 2017,2017,Estimate of aus local rice production. Aus rice is planted mid-March to mid-April and harvested July to August. ,SDG 2 Related
2,No Hunger,Bangladesh,Khulna,40,Narail,65,6950,Metric ton,Aman Rice (LT) Production (Metric ton),Agricultural Yearbook 2017,2017,Estimate of aman local transplant rice production. Aman local transplant is planted end June to early September and harvested December to early January. ,SDG 2 Related
2,No Hunger,Bangladesh,Khulna,40,Narail,65,249719,Bales,Jute (Total) Production (Bales),Agricultural Yearbook 2017,2017,Estimate of jute production.,SDG 2 Related
2,No Hunger,Bangladesh,Khulna,40,Narail,65,4350,Hectares,Aman Rice (LT) Area (Hectares),Agricultural Yearbook 2017,2017,Estimate of land area under aman local transplant rice. Aman local transplant is planted end June to early September and harvested December to early January.  ,SDG 2 Related
2,No Hunger,Bangladesh,Khulna,40,Narail,65,157436,Metric ton,Boro Rice (Total) Production (Metric ton),Agricultural Yearbook 2017,2017,"Estimate of total boro rice production (local + high-yielding variety + hybrid).  Depending on the variety, boro rice is planted in the winter and harvested in the spring. ",SDG 2 Related
2,No Hunger,Bangladesh,Khulna,40,Narail,65,341,Metric ton,Potato (Total) Production (Metric ton),Agricultural Yearbook 2017,2017,Estimate of potato production (high-yielding variety + local). Potato is planted mid-September to November and harvested mid-January to March. ,SDG 2 Related
2,No Hunger,Bangladesh,Khulna,40,Narail,65,7948,Metric ton,Aus Rice (Total) Production (Metric ton),Agricultural Yearbook 2017,2017,Estimate of total aus production (local + high-yielding variety). Aus rice is planted mid-March to mid-April and harvested July to August. ,SDG 2 Related
2,No Hunger,Bangladesh,Khulna,40,Narail,65,21311,Hectares,Aman Rice (HYV) Area (Hectares),Agricultural Yearbook 2017,2017,Estimate of land area under high-yielding variety transplant aman rice. High-yielding variety transplant aman rice is sown late June to mid-August and harvested December to early January. ,SDG 2 Related
2,No Hunger,Bangladesh,Khulna,40,Narail,65,89072,Metric ton,Boro Rice (HYV) Production (Metric ton),Agricultural Yearbook 2017,2017,Estimate of boro high-yielding variety rice production. Boro high-yielding variety rice is planted December to mid-February and harvested in mid-April to June. ,SDG 2 Related
2,No Hunger,Bangladesh,Khulna,40,Narail,65,25,Hectares,Potato (Total) Area (Hectares),Agricultural Yearbook 2017,2017,Estimate of land area under potato (local + high-yielding variety). Potato is planted mid-September to November and harvested mid-January to March.,SDG 2 Related
2,No Hunger,Bangladesh,Khulna,40,Narail,65,12579,Metric ton,Wheat (Total) Production (Metric ton),Agricultural Yearbook 2017,2017,Estimate of wheat production. Wheat is planted in November to December and harvested March to mid-April. ,SDG 2 Related
2,No Hunger,Bangladesh,Khulna,40,Narail,65,0,Hectares,Potato (Local) Area (Hectares),Agricultural Yearbook 2017,2017,Estimate of land area under local potato. Potato is planted mid-September to November and harvested mid-January to March. ,SDG 2 Related
2,No Hunger,Bangladesh,Khulna,40,Narail,65,23891,Hectares,Boro Rice (HYV) Area (Hectares),Agricultural Yearbook 2017,2017,Estimate of land area under boro high-yielding variety. Boro high-yielding variety rice is planted December to mid-February and harvested in mid-April to June.  ,SDG 2 Related
2,No Hunger,Bangladesh,Khulna,40,Narail,65,66,Hectares,Boro Rice (Local) Area (Hectares),Agricultural Yearbook 2017,2017,Estimate of land area under boro local rice. Boro local rice is planted mid-November to mid-January and harvested April to May. ,SDG 2 Related
2,No Hunger,Bangladesh,Khulna,40,Narail,65,38121,Hectares,Boro Rice (Total) Area (Hectares),Agricultural Yearbook 2017,2017,"Estimate of land area under boro rice (local + high-yielding variety + hybrid). Depending on the variety, boro rice is planted in the winter and harvested in the spring. ",SDG 2 Related
2,No Hunger,Bangladesh,Khulna,40,Satkhira,87,3334,Hectares,Potato (Total) Area (Hectares),Agricultural Yearbook 2017,2017,Estimate of land area under potato (local + high-yielding variety). Potato is planted mid-September to November and harvested mid-January to March.,SDG 2 Related
2,No Hunger,Bangladesh,Khulna,40,Satkhira,87,74228,Hectares,Boro Rice (Total) Area (Hectares),Agricultural Yearbook 2017,2017,"Estimate of land area under boro rice (local + high-yielding variety + hybrid). Depending on the variety, boro rice is planted in the winter and harvested in the spring. ",SDG 2 Related
2,No Hunger,Bangladesh,Khulna,40,Satkhira,87,0,Hectares,Aus Rice (Local) Area (Hectares),Agricultural Yearbook 2017,2017,Estimate of land area under aus local rice. Aus rice is planted mid-March to mid-April and harvested July to August.  ,SDG 2 Related
2,No Hunger,Bangladesh,Khulna,40,Satkhira,87,12762,Hectares,Boro Rice (Hybrid) Area (Hectares),Agricultural Yearbook 2017,2017,Estimate of land area under hybrid boro rice. Boro hybrid rice is is planted December to mid-February and harvested in mid-April to June. ,SDG 2 Related
2,No Hunger,Bangladesh,Khulna,40,Satkhira,87,0,Metric ton,Aus Rice (Local) Production (Metric ton),Agricultural Yearbook 2017,2017,Estimate of aus local rice production. Aus rice is planted mid-March to mid-April and harvested July to August. ,SDG 2 Related
2,No Hunger,Bangladesh,Khulna,40,Satkhira,87,0,Metric ton,Aman Rice (Broadcast) Production (Metric ton),Agricultural Yearbook 2017,2017,Estimate of local broadcast aman rice production. Local broadcast aman rice is sown mid-March to mid-April and harvested mid-November to mid-December.,SDG 2 Related
2,No Hunger,Bangladesh,Khulna,40,Satkhira,87,6463,Hectares,Aus Rice (HYV) Area (Hectares),Agricultural Yearbook 2017,2017,Estimate of land area under aus high-yielding variety rice. Aus rice is planted mid-March to mid-April and harvested July to August.  ,SDG 2 Related
2,No Hunger,Bangladesh,Khulna,40,Satkhira,87,11044,Hectares,Jute (Total) Area (Hectares),Agricultural Yearbook 2017,2017,Estimate of land area under jute. ,SDG 2 Related
2,No Hunger,Bangladesh,Khulna,40,Satkhira,87,0,Metric ton,Boro Rice (Local) Production (Metric ton),Agricultural Yearbook 2017,2017,Estimate of boro local rice production. Boro local rice is planted mid-November to mid-January and harvested April to May. ,SDG 2 Related
2,No Hunger,Bangladesh,Khulna,40,Satkhira,87,261492,Metric ton,Aman Rice (Total) Production (Metric ton),Agricultural Yearbook 2017,2017,"Estimate of total aman production (broadcast + high-yielding variety + local transplant). Depending on the variety, aman rice is planted in the spring or summer and harvested in the winter. ",SDG 2 Related
2,No Hunger,Bangladesh,Khulna,40,Satkhira,87,0,Hectares,Potato (Local) Area (Hectares),Agricultural Yearbook 2017,2017,Estimate of land area under local potato. Potato is planted mid-September to November and harvested mid-January to March. ,SDG 2 Related
2,No Hunger,Bangladesh,Khulna,40,Satkhira,87,61467,Hectares,Boro Rice (HYV) Area (Hectares),Agricultural Yearbook 2017,2017,Estimate of land area under boro high-yielding variety. Boro high-yielding variety rice is planted December to mid-February and harvested in mid-April to June.  ,SDG 2 Related
2,No Hunger,Bangladesh,Khulna,40,Satkhira,87,3334,Hectares,Potato (HYV) Area (Hectares),Agricultural Yearbook 2017,2017,Estimate of land area under high-yielding variety potato. Potato is planted mid-September to November and harvested mid-January to March.,SDG 2 Related
2,No Hunger,Bangladesh,Khulna,40,Satkhira,87,57611,Metric ton,Potato (HYV) Production (Metric ton),Agricultural Yearbook 2017,2017,Estimate of high-yielding variety potato production. Potato is planted mid-September to November and harvested mid-January to March.,SDG 2 Related
2,No Hunger,Bangladesh,Khulna,40,Satkhira,87,86688,Hectares,Aman Rice (Total) Area (Hectares),Agricultural Yearbook 2017,2017,"Estimate of total land area under aman rice (broadcast + high-yielding variety + local transplant). Depending on the variety, aman rice is planted in the spring or summer and harvested in the winter. ",SDG 2 Related
2,No Hunger,Bangladesh,Khulna,40,Satkhira,87,0,Hectares,Boro Rice (Local) Area (Hectares),Agricultural Yearbook 2017,2017,Estimate of land area under boro local rice. Boro local rice is planted mid-November to mid-January and harvested April to May. ,SDG 2 Related
2,No Hunger,Bangladesh,Khulna,40,Satkhira,87,6463,Hectares,Aus Rice (Total) Area (Hectares),Agricultural Yearbook 2017,2017,Estimate of land area under aus rice (local + high-yielding variety). Aus rice is planted mid-March to mid-April and harvested July to August. ,SDG 2 Related
2,No Hunger,Bangladesh,Khulna,40,Satkhira,87,1721,Hectares,Wheat (Total) Area (Hectares),Agricultural Yearbook 2017,2017,Estimate of land area under wheat. Wheat is planted in November to December and harvested March to mid-April.  ,SDG 2 Related
2,No Hunger,Bangladesh,Khulna,40,Satkhira,87,57611,Metric ton,Potato (Total) Production (Metric ton),Agricultural Yearbook 2017,2017,Estimate of potato production (high-yielding variety + local). Potato is planted mid-September to November and harvested mid-January to March. ,SDG 2 Related
2,No Hunger,Bangladesh,Khulna,40,Satkhira,87,0,Hectares,Aman Rice (Broadcast) Area (Hectares),Agricultural Yearbook 2017,2017,Estimate of land area under local broadcast aman rice. Local broadcast aman rice is sown mid-March to mid-April and harvested mid-November to mid-December. ,SDG 2 Related
2,No Hunger,Bangladesh,Khulna,40,Satkhira,87,292504,Metric ton,Boro Rice (Total) Production (Metric ton),Agricultural Yearbook 2017,2017,"Estimate of total boro rice production (local + high-yielding variety + hybrid).  Depending on the variety, boro rice is planted in the winter and harvested in the spring. ",SDG 2 Related
2,No Hunger,Bangladesh,Khulna,40,Satkhira,87,1664,Hectares,Aman Rice (LT) Area (Hectares),Agricultural Yearbook 2017,2017,Estimate of land area under aman local transplant rice. Aman local transplant is planted end June to early September and harvested December to early January.  ,SDG 2 Related
2,No Hunger,Bangladesh,Khulna,40,Satkhira,87,16156,Metric ton,Aus Rice (HYV) Production (Metric ton),Agricultural Yearbook 2017,2017,Estimate of aus high-yielding variety rice production. Aus rice is planted mid-March to mid-April and harvested July to August.  ,SDG 2 Related
2,No Hunger,Bangladesh,Khulna,40,Satkhira,87,234270,Metric ton,Boro Rice (HYV) Production (Metric ton),Agricultural Yearbook 2017,2017,Estimate of boro high-yielding variety rice production. Boro high-yielding variety rice is planted December to mid-February and harvested in mid-April to June. ,SDG 2 Related
2,No Hunger,Bangladesh,Khulna,40,Satkhira,87,0,Metric ton,Potato (Local) Production (Metric ton),Agricultural Yearbook 2017,2017,Estimate of local potato production. Potato is planted mid-September to November and harvested mid-January to March. ,SDG 2 Related
2,No Hunger,Bangladesh,Khulna,40,Satkhira,87,115987,Bales,Jute (Total) Production (Bales),Agricultural Yearbook 2017,2017,Estimate of jute production.,SDG 2 Related
2,No Hunger,Bangladesh,Khulna,40,Satkhira,87,4709,Metric ton,Wheat (Total) Production (Metric ton),Agricultural Yearbook 2017,2017,Estimate of wheat production. Wheat is planted in November to December and harvested March to mid-April. ,SDG 2 Related
2,No Hunger,Bangladesh,Khulna,40,Satkhira,87,258727,Metric ton,Aman Rice (HYV) Production (Metric ton),Agricultural Yearbook 2017,2017,Estimate of high-yielding variety transplant aman rice production. High-yielding variety transplant aman rice is sown late June to mid-August and harvested December to early January. ,SDG 2 Related
2,No Hunger,Bangladesh,Khulna,40,Satkhira,87,58234,Metric ton,Boro Rice (Hybrid) Production (Metric ton),Agricultural Yearbook 2017,2017,Estimate of hybrid boro rice production. . Boro hybrid rice is planted December to mid-February and harvested in mid-April to June.  ,SDG 2 Related
2,No Hunger,Bangladesh,Khulna,40,Satkhira,87,2765,Metric ton,Aman Rice (LT) Production (Metric ton),Agricultural Yearbook 2017,2017,Estimate of aman local transplant rice production. Aman local transplant is planted end June to early September and harvested December to early January. ,SDG 2 Related
2,No Hunger,Bangladesh,Khulna,40,Satkhira,87,85024,Hectares,Aman Rice (HYV) Area (Hectares),Agricultural Yearbook 2017,2017,Estimate of land area under high-yielding variety transplant aman rice. High-yielding variety transplant aman rice is sown late June to mid-August and harvested December to early January. ,SDG 2 Related
2,No Hunger,Bangladesh,Khulna,40,Satkhira,87,16156,Metric ton,Aus Rice (Total) Production (Metric ton),Agricultural Yearbook 2017,2017,Estimate of total aus production (local + high-yielding variety). Aus rice is planted mid-March to mid-April and harvested July to August. ,SDG 2 Related
2,No Hunger,Bangladesh,Mymensingh,45,Jamalpur,39,88908,Metric ton,Potato (Total) Production (Metric ton),Agricultural Yearbook 2017,2017,Estimate of potato production (high-yielding variety + local). Potato is planted mid-September to November and harvested mid-January to March. ,SDG 2 Related
2,No Hunger,Bangladesh,Mymensingh,45,Jamalpur,39,506653,Metric ton,Boro Rice (Total) Production (Metric ton),Agricultural Yearbook 2017,2017,"Estimate of total boro rice production (local + high-yielding variety + hybrid).  Depending on the variety, boro rice is planted in the winter and harvested in the spring. ",SDG 2 Related
2,No Hunger,Bangladesh,Mymensingh,45,Jamalpur,39,44722,Hectares,Jute (Total) Area (Hectares),Agricultural Yearbook 2017,2017,Estimate of land area under jute. ,SDG 2 Related
2,No Hunger,Bangladesh,Mymensingh,45,Jamalpur,39,18656,Hectares,Boro Rice (Hybrid) Area (Hectares),Agricultural Yearbook 2017,2017,Estimate of land area under hybrid boro rice. Boro hybrid rice is is planted December to mid-February and harvested in mid-April to June. ,SDG 2 Related
2,No Hunger,Bangladesh,Mymensingh,45,Jamalpur,39,4424,Hectares,Potato (HYV) Area (Hectares),Agricultural Yearbook 2017,2017,Estimate of land area under high-yielding variety potato. Potato is planted mid-September to November and harvested mid-January to March.,SDG 2 Related
2,No Hunger,Bangladesh,Mymensingh,45,Jamalpur,39,82820,Metric ton,Potato (HYV) Production (Metric ton),Agricultural Yearbook 2017,2017,Estimate of high-yielding variety potato production. Potato is planted mid-September to November and harvested mid-January to March.,SDG 2 Related
2,No Hunger,Bangladesh,Mymensingh,45,Jamalpur,39,76788,Hectares,Aman Rice (HYV) Area (Hectares),Agricultural Yearbook 2017,2017,Estimate of land area under high-yielding variety transplant aman rice. High-yielding variety transplant aman rice is sown late June to mid-August and harvested December to early January. ,SDG 2 Related
2,No Hunger,Bangladesh,Mymensingh,45,Jamalpur,39,204696,Metric ton,Aman Rice (HYV) Production (Metric ton),Agricultural Yearbook 2017,2017,Estimate of high-yielding variety transplant aman rice production. High-yielding variety transplant aman rice is sown late June to mid-August and harvested December to early January. ,SDG 2 Related
