SDG,SDG_Name,Division,DivisionCode,Zila,ZilaCode,Country,Estimate,Unit,Indicator,Source,Year,Definition,Note
3,Good Health and Wellbeing,Khulna,40,Kushtia,50,Bangladesh,2,Number per 1000 women,Total fertility rate (Number per 1000 women),BBS Vital Statistics 2017,2017,The total fertility rate is the number of children a woman would bear throughout her lifetime at the rates specified by the schedule of age-specific fertility rates for a particular year.  Obtained by summing the age-specific fertility rates for each year for each age group (usually five-year age groups) of women in child-bearing age. ,SDG 3 Related
3,Good Health and Wellbeing,Khulna,40,Kushtia,50,Bangladesh,73,Number per 1000 women,General fertility rate (Number per 1000 women),BBS Vital Statistics 2017,2017,The number of live births per year per 1000 women of child-bearing age. ,SDG 3 Related
3,Good Health and Wellbeing,Khulna,40,Kushtia,50,Bangladesh,82,Percent,Ever used a method to avoid pregnancy (Percent),MICS-WM,2019,Percentage of women 15-64 who ever used a method to avoid pregnancy,SDG 3 Related
3,Good Health and Wellbeing,Khulna,40,Magura,55,Bangladesh,65,Percent,Contraceptive prevalence rate (Percent),BBS Vital Statistics 2017,2017,Percentage of currently married women of child-bearing age who report using a family planning method at the time of the inquiry. ,SDG 3 Related
3,Good Health and Wellbeing,Khulna,40,Magura,55,Bangladesh,14,Number per 1000 live births,Under five mortality (Number per 1000 live births),BBS Vital Statistics 2017,2017,Number of deaths to children under five years old per 1000 live births.,SDG 3.2.1
3,Good Health and Wellbeing,Khulna,40,Magura,55,Bangladesh,14,Number per 1000 live births,Infant mortality rate (Number per 1000 live births),BBS Vital Statistics 2017,2017,"Number of infant deaths per 1000 live births, where infants are defined as those who are younger than one year old. ",SDG 3 Related
3,Good Health and Wellbeing,Khulna,40,Magura,55,Bangladesh,77,Percent,Ever used a method to avoid pregnancy (Percent),MICS-WM,2019,Percentage of women 15-64 who ever used a method to avoid pregnancy,SDG 3 Related
3,Good Health and Wellbeing,Khulna,40,Magura,55,Bangladesh,73,Number per 1000 women,General fertility rate (Number per 1000 women),BBS Vital Statistics 2017,2017,The number of live births per year per 1000 women of child-bearing age. ,SDG 3 Related
3,Good Health and Wellbeing,Khulna,40,Magura,55,Bangladesh,2,Number per 1000 women,Total fertility rate (Number per 1000 women),BBS Vital Statistics 2017,2017,The total fertility rate is the number of children a woman would bear throughout her lifetime at the rates specified by the schedule of age-specific fertility rates for a particular year.  Obtained by summing the age-specific fertility rates for each year for each age group (usually five-year age groups) of women in child-bearing age. ,SDG 3 Related
3,Good Health and Wellbeing,Khulna,40,Meherpur,57,Bangladesh,65,Number per 1000 women,General fertility rate (Number per 1000 women),BBS Vital Statistics 2017,2017,The number of live births per year per 1000 women of child-bearing age. ,SDG 3 Related
3,Good Health and Wellbeing,Khulna,40,Meherpur,57,Bangladesh,72,Percent,Ever used a method to avoid pregnancy (Percent),MICS-WM,2019,Percentage of women 15-64 who ever used a method to avoid pregnancy,SDG 3 Related
3,Good Health and Wellbeing,Khulna,40,Meherpur,57,Bangladesh,40,Number per 1000 live births,Under five mortality (Number per 1000 live births),BBS Vital Statistics 2017,2017,Number of deaths to children under five years old per 1000 live births.,SDG 3.2.1
3,Good Health and Wellbeing,Khulna,40,Meherpur,57,Bangladesh,2,Number per 1000 women,Total fertility rate (Number per 1000 women),BBS Vital Statistics 2017,2017,The total fertility rate is the number of children a woman would bear throughout her lifetime at the rates specified by the schedule of age-specific fertility rates for a particular year.  Obtained by summing the age-specific fertility rates for each year for each age group (usually five-year age groups) of women in child-bearing age. ,SDG 3 Related
3,Good Health and Wellbeing,Khulna,40,Meherpur,57,Bangladesh,82,Percent,Contraceptive prevalence rate (Percent),BBS Vital Statistics 2017,2017,Percentage of currently married women of child-bearing age who report using a family planning method at the time of the inquiry. ,SDG 3 Related
3,Good Health and Wellbeing,Khulna,40,Meherpur,57,Bangladesh,40,Number per 1000 live births,Infant mortality rate (Number per 1000 live births),BBS Vital Statistics 2017,2017,"Number of infant deaths per 1000 live births, where infants are defined as those who are younger than one year old. ",SDG 3 Related
3,Good Health and Wellbeing,Khulna,40,Narail,65,Bangladesh,77,Percent,Ever used a method to avoid pregnancy (Percent),MICS-WM,2019,Percentage of women 15-64 who ever used a method to avoid pregnancy,SDG 3 Related
3,Good Health and Wellbeing,Khulna,40,Narail,65,Bangladesh,71,Number per 1000 women,General fertility rate (Number per 1000 women),BBS Vital Statistics 2017,2017,The number of live births per year per 1000 women of child-bearing age. ,SDG 3 Related
3,Good Health and Wellbeing,Khulna,40,Narail,65,Bangladesh,49,Number per 1000 live births,Under five mortality (Number per 1000 live births),BBS Vital Statistics 2017,2017,Number of deaths to children under five years old per 1000 live births.,SDG 3.2.1
3,Good Health and Wellbeing,Khulna,40,Narail,65,Bangladesh,2,Number per 1000 women,Total fertility rate (Number per 1000 women),BBS Vital Statistics 2017,2017,The total fertility rate is the number of children a woman would bear throughout her lifetime at the rates specified by the schedule of age-specific fertility rates for a particular year.  Obtained by summing the age-specific fertility rates for each year for each age group (usually five-year age groups) of women in child-bearing age. ,SDG 3 Related
3,Good Health and Wellbeing,Khulna,40,Narail,65,Bangladesh,39,Number per 1000 live births,Infant mortality rate (Number per 1000 live births),BBS Vital Statistics 2017,2017,"Number of infant deaths per 1000 live births, where infants are defined as those who are younger than one year old. ",SDG 3 Related
3,Good Health and Wellbeing,Khulna,40,Narail,65,Bangladesh,68,Percent,Contraceptive prevalence rate (Percent),BBS Vital Statistics 2017,2017,Percentage of currently married women of child-bearing age who report using a family planning method at the time of the inquiry. ,SDG 3 Related
3,Good Health and Wellbeing,Khulna,40,Satkhira,87,Bangladesh,72,Number per 1000 women,General fertility rate (Number per 1000 women),BBS Vital Statistics 2017,2017,The number of live births per year per 1000 women of child-bearing age. ,SDG 3 Related
3,Good Health and Wellbeing,Khulna,40,Satkhira,87,Bangladesh,89,Percent,Ever used a method to avoid pregnancy (Percent),MICS-WM,2019,Percentage of women 15-64 who ever used a method to avoid pregnancy,SDG 3 Related
3,Good Health and Wellbeing,Khulna,40,Satkhira,87,Bangladesh,14,Number per 1000 live births,Infant mortality rate (Number per 1000 live births),BBS Vital Statistics 2017,2017,"Number of infant deaths per 1000 live births, where infants are defined as those who are younger than one year old. ",SDG 3 Related
3,Good Health and Wellbeing,Khulna,40,Satkhira,87,Bangladesh,14,Number per 1000 live births,Under five mortality (Number per 1000 live births),BBS Vital Statistics 2017,2017,Number of deaths to children under five years old per 1000 live births.,SDG 3.2.1
3,Good Health and Wellbeing,Khulna,40,Satkhira,87,Bangladesh,2,Number per 1000 women,Total fertility rate (Number per 1000 women),BBS Vital Statistics 2017,2017,The total fertility rate is the number of children a woman would bear throughout her lifetime at the rates specified by the schedule of age-specific fertility rates for a particular year.  Obtained by summing the age-specific fertility rates for each year for each age group (usually five-year age groups) of women in child-bearing age. ,SDG 3 Related
3,Good Health and Wellbeing,Khulna,40,Satkhira,87,Bangladesh,74,Percent,Contraceptive prevalence rate (Percent),BBS Vital Statistics 2017,2017,Percentage of currently married women of child-bearing age who report using a family planning method at the time of the inquiry. ,SDG 3 Related
3,Good Health and Wellbeing,Mymensingh,45,Jamalpur,39,Bangladesh,23,Number per 1000 live births,Infant mortality rate (Number per 1000 live births),BBS Vital Statistics 2017,2017,"Number of infant deaths per 1000 live births, where infants are defined as those who are younger than one year old. ",SDG 3 Related
3,Good Health and Wellbeing,Mymensingh,45,Jamalpur,39,Bangladesh,53,Percent,Ever used a method to avoid pregnancy (Percent),MICS-WM,2019,Percentage of women 15-64 who ever used a method to avoid pregnancy,SDG 3 Related
3,Good Health and Wellbeing,Mymensingh,45,Jamalpur,39,Bangladesh,31,Number per 1000 live births,Under five mortality (Number per 1000 live births),BBS Vital Statistics 2017,2017,Number of deaths to children under five years old per 1000 live births.,SDG 3.2.1
3,Good Health and Wellbeing,Mymensingh,45,Jamalpur,39,Bangladesh,80,Number per 1000 women,General fertility rate (Number per 1000 women),BBS Vital Statistics 2017,2017,The number of live births per year per 1000 women of child-bearing age. ,SDG 3 Related
3,Good Health and Wellbeing,Mymensingh,45,Jamalpur,39,Bangladesh,3,Number per 1000 women,Total fertility rate (Number per 1000 women),BBS Vital Statistics 2017,2017,The total fertility rate is the number of children a woman would bear throughout her lifetime at the rates specified by the schedule of age-specific fertility rates for a particular year.  Obtained by summing the age-specific fertility rates for each year for each age group (usually five-year age groups) of women in child-bearing age. ,SDG 3 Related
3,Good Health and Wellbeing,Mymensingh,45,Jamalpur,39,Bangladesh,73,Percent,Contraceptive prevalence rate (Percent),BBS Vital Statistics 2017,2017,Percentage of currently married women of child-bearing age who report using a family planning method at the time of the inquiry. ,SDG 3 Related
3,Good Health and Wellbeing,Mymensingh,45,Mymensingh,61,Bangladesh,67,Percent,Contraceptive prevalence rate (Percent),BBS Vital Statistics 2017,2017,Percentage of currently married women of child-bearing age who report using a family planning method at the time of the inquiry. ,SDG 3 Related
3,Good Health and Wellbeing,Mymensingh,45,Mymensingh,61,Bangladesh,66,Percent,Ever used a method to avoid pregnancy (Percent),MICS-WM,2019,Percentage of women 15-64 who ever used a method to avoid pregnancy,SDG 3 Related
3,Good Health and Wellbeing,Mymensingh,45,Mymensingh,61,Bangladesh,77,Number per 1000 women,General fertility rate (Number per 1000 women),BBS Vital Statistics 2017,2017,The number of live births per year per 1000 women of child-bearing age. ,SDG 3 Related
3,Good Health and Wellbeing,Mymensingh,45,Mymensingh,61,Bangladesh,22,Number per 1000 live births,Infant mortality rate (Number per 1000 live births),BBS Vital Statistics 2017,2017,"Number of infant deaths per 1000 live births, where infants are defined as those who are younger than one year old. ",SDG 3 Related
3,Good Health and Wellbeing,Mymensingh,45,Mymensingh,61,Bangladesh,2,Number per 1000 women,Total fertility rate (Number per 1000 women),BBS Vital Statistics 2017,2017,The total fertility rate is the number of children a woman would bear throughout her lifetime at the rates specified by the schedule of age-specific fertility rates for a particular year.  Obtained by summing the age-specific fertility rates for each year for each age group (usually five-year age groups) of women in child-bearing age. ,SDG 3 Related
3,Good Health and Wellbeing,Mymensingh,45,Mymensingh,61,Bangladesh,27,Number per 1000 live births,Under five mortality (Number per 1000 live births),BBS Vital Statistics 2017,2017,Number of deaths to children under five years old per 1000 live births.,SDG 3.2.1
3,Good Health and Wellbeing,Mymensingh,45,Netrakona,72,Bangladesh,66,Number per 1000 women,General fertility rate (Number per 1000 women),BBS Vital Statistics 2017,2017,The number of live births per year per 1000 women of child-bearing age. ,SDG 3 Related
3,Good Health and Wellbeing,Mymensingh,45,Netrakona,72,Bangladesh,38,Number per 1000 live births,Under five mortality (Number per 1000 live births),BBS Vital Statistics 2017,2017,Number of deaths to children under five years old per 1000 live births.,SDG 3.2.1
3,Good Health and Wellbeing,Mymensingh,45,Netrakona,72,Bangladesh,2,Number per 1000 women,Total fertility rate (Number per 1000 women),BBS Vital Statistics 2017,2017,The total fertility rate is the number of children a woman would bear throughout her lifetime at the rates specified by the schedule of age-specific fertility rates for a particular year.  Obtained by summing the age-specific fertility rates for each year for each age group (usually five-year age groups) of women in child-bearing age. ,SDG 3 Related
3,Good Health and Wellbeing,Mymensingh,45,Netrakona,72,Bangladesh,66,Percent,Ever used a method to avoid pregnancy (Percent),MICS-WM,2019,Percentage of women 15-64 who ever used a method to avoid pregnancy,SDG 3 Related
3,Good Health and Wellbeing,Mymensingh,45,Netrakona,72,Bangladesh,68,Percent,Contraceptive prevalence rate (Percent),BBS Vital Statistics 2017,2017,Percentage of currently married women of child-bearing age who report using a family planning method at the time of the inquiry. ,SDG 3 Related
3,Good Health and Wellbeing,Mymensingh,45,Netrakona,72,Bangladesh,30,Number per 1000 live births,Infant mortality rate (Number per 1000 live births),BBS Vital Statistics 2017,2017,"Number of infant deaths per 1000 live births, where infants are defined as those who are younger than one year old. ",SDG 3 Related
3,Good Health and Wellbeing,Mymensingh,45,Sherpur,89,Bangladesh,36,Number per 1000 live births,Under five mortality (Number per 1000 live births),BBS Vital Statistics 2017,2017,Number of deaths to children under five years old per 1000 live births.,SDG 3.2.1
3,Good Health and Wellbeing,Mymensingh,45,Sherpur,89,Bangladesh,69,Percent,Contraceptive prevalence rate (Percent),BBS Vital Statistics 2017,2017,Percentage of currently married women of child-bearing age who report using a family planning method at the time of the inquiry. ,SDG 3 Related
3,Good Health and Wellbeing,Mymensingh,45,Sherpur,89,Bangladesh,36,Number per 1000 live births,Infant mortality rate (Number per 1000 live births),BBS Vital Statistics 2017,2017,"Number of infant deaths per 1000 live births, where infants are defined as those who are younger than one year old. ",SDG 3 Related
3,Good Health and Wellbeing,Mymensingh,45,Sherpur,89,Bangladesh,3,Number per 1000 women,Total fertility rate (Number per 1000 women),BBS Vital Statistics 2017,2017,The total fertility rate is the number of children a woman would bear throughout her lifetime at the rates specified by the schedule of age-specific fertility rates for a particular year.  Obtained by summing the age-specific fertility rates for each year for each age group (usually five-year age groups) of women in child-bearing age. ,SDG 3 Related
3,Good Health and Wellbeing,Mymensingh,45,Sherpur,89,Bangladesh,60,Percent,Ever used a method to avoid pregnancy (Percent),MICS-WM,2019,Percentage of women 15-64 who ever used a method to avoid pregnancy,SDG 3 Related
3,Good Health and Wellbeing,Mymensingh,45,Sherpur,89,Bangladesh,80,Number per 1000 women,General fertility rate (Number per 1000 women),BBS Vital Statistics 2017,2017,The number of live births per year per 1000 women of child-bearing age. ,SDG 3 Related
3,Good Health and Wellbeing,Rajshahi,50,Bogra,10,Bangladesh,76,Number per 1000 women,General fertility rate (Number per 1000 women),BBS Vital Statistics 2017,2017,The number of live births per year per 1000 women of child-bearing age. ,SDG 3 Related
3,Good Health and Wellbeing,Rajshahi,50,Bogra,10,Bangladesh,79,Percent,Ever used a method to avoid pregnancy (Percent),MICS-WM,2019,Percentage of women 15-64 who ever used a method to avoid pregnancy,SDG 3 Related
3,Good Health and Wellbeing,Rajshahi,50,Bogra,10,Bangladesh,2,Number per 1000 women,Total fertility rate (Number per 1000 women),BBS Vital Statistics 2017,2017,The total fertility rate is the number of children a woman would bear throughout her lifetime at the rates specified by the schedule of age-specific fertility rates for a particular year.  Obtained by summing the age-specific fertility rates for each year for each age group (usually five-year age groups) of women in child-bearing age. ,SDG 3 Related
3,Good Health and Wellbeing,Rajshahi,50,Bogra,10,Bangladesh,41,Number per 1000 live births,Infant mortality rate (Number per 1000 live births),BBS Vital Statistics 2017,2017,"Number of infant deaths per 1000 live births, where infants are defined as those who are younger than one year old. ",SDG 3 Related
3,Good Health and Wellbeing,Rajshahi,50,Bogra,10,Bangladesh,51,Number per 1000 live births,Under five mortality (Number per 1000 live births),BBS Vital Statistics 2017,2017,Number of deaths to children under five years old per 1000 live births.,SDG 3.2.1
3,Good Health and Wellbeing,Rajshahi,50,Bogra,10,Bangladesh,79,Percent,Contraceptive prevalence rate (Percent),BBS Vital Statistics 2017,2017,Percentage of currently married women of child-bearing age who report using a family planning method at the time of the inquiry. ,SDG 3 Related
3,Good Health and Wellbeing,Rajshahi,50,Joypurhat,38,Bangladesh,2,Number per 1000 women,Total fertility rate (Number per 1000 women),BBS Vital Statistics 2017,2017,The total fertility rate is the number of children a woman would bear throughout her lifetime at the rates specified by the schedule of age-specific fertility rates for a particular year.  Obtained by summing the age-specific fertility rates for each year for each age group (usually five-year age groups) of women in child-bearing age. ,SDG 3 Related
3,Good Health and Wellbeing,Rajshahi,50,Joypurhat,38,Bangladesh,80,Percent,Ever used a method to avoid pregnancy (Percent),MICS-WM,2019,Percentage of women 15-64 who ever used a method to avoid pregnancy,SDG 3 Related
3,Good Health and Wellbeing,Rajshahi,50,Joypurhat,38,Bangladesh,27,Number per 1000 live births,Infant mortality rate (Number per 1000 live births),BBS Vital Statistics 2017,2017,"Number of infant deaths per 1000 live births, where infants are defined as those who are younger than one year old. ",SDG 3 Related
3,Good Health and Wellbeing,Rajshahi,50,Joypurhat,38,Bangladesh,68,Percent,Contraceptive prevalence rate (Percent),BBS Vital Statistics 2017,2017,Percentage of currently married women of child-bearing age who report using a family planning method at the time of the inquiry. ,SDG 3 Related
3,Good Health and Wellbeing,Rajshahi,50,Joypurhat,38,Bangladesh,27,Number per 1000 live births,Under five mortality (Number per 1000 live births),BBS Vital Statistics 2017,2017,Number of deaths to children under five years old per 1000 live births.,SDG 3.2.1
3,Good Health and Wellbeing,Rajshahi,50,Joypurhat,38,Bangladesh,59,Number per 1000 women,General fertility rate (Number per 1000 women),BBS Vital Statistics 2017,2017,The number of live births per year per 1000 women of child-bearing age. ,SDG 3 Related
3,Good Health and Wellbeing,Rajshahi,50,Naogaon,64,Bangladesh,75,Percent,Contraceptive prevalence rate (Percent),BBS Vital Statistics 2017,2017,Percentage of currently married women of child-bearing age who report using a family planning method at the time of the inquiry. ,SDG 3 Related
3,Good Health and Wellbeing,Rajshahi,50,Naogaon,64,Bangladesh,52,Number per 1000 women,General fertility rate (Number per 1000 women),BBS Vital Statistics 2017,2017,The number of live births per year per 1000 women of child-bearing age. ,SDG 3 Related
3,Good Health and Wellbeing,Rajshahi,50,Naogaon,64,Bangladesh,41,Number per 1000 live births,Under five mortality (Number per 1000 live births),BBS Vital Statistics 2017,2017,Number of deaths to children under five years old per 1000 live births.,SDG 3.2.1
3,Good Health and Wellbeing,Rajshahi,50,Naogaon,64,Bangladesh,70,Percent,Ever used a method to avoid pregnancy (Percent),MICS-WM,2019,Percentage of women 15-64 who ever used a method to avoid pregnancy,SDG 3 Related
3,Good Health and Wellbeing,Rajshahi,50,Naogaon,64,Bangladesh,2,Number per 1000 women,Total fertility rate (Number per 1000 women),BBS Vital Statistics 2017,2017,The total fertility rate is the number of children a woman would bear throughout her lifetime at the rates specified by the schedule of age-specific fertility rates for a particular year.  Obtained by summing the age-specific fertility rates for each year for each age group (usually five-year age groups) of women in child-bearing age. ,SDG 3 Related
3,Good Health and Wellbeing,Rajshahi,50,Naogaon,64,Bangladesh,29,Number per 1000 live births,Infant mortality rate (Number per 1000 live births),BBS Vital Statistics 2017,2017,"Number of infant deaths per 1000 live births, where infants are defined as those who are younger than one year old. ",SDG 3 Related
3,Good Health and Wellbeing,Rajshahi,50,Natore,69,Bangladesh,70,Number per 1000 women,General fertility rate (Number per 1000 women),BBS Vital Statistics 2017,2017,The number of live births per year per 1000 women of child-bearing age. ,SDG 3 Related
3,Good Health and Wellbeing,Rajshahi,50,Natore,69,Bangladesh,9,Number per 1000 live births,Infant mortality rate (Number per 1000 live births),BBS Vital Statistics 2017,2017,"Number of infant deaths per 1000 live births, where infants are defined as those who are younger than one year old. ",SDG 3 Related
3,Good Health and Wellbeing,Rajshahi,50,Natore,69,Bangladesh,79,Percent,Contraceptive prevalence rate (Percent),BBS Vital Statistics 2017,2017,Percentage of currently married women of child-bearing age who report using a family planning method at the time of the inquiry. ,SDG 3 Related
3,Good Health and Wellbeing,Rajshahi,50,Natore,69,Bangladesh,13,Number per 1000 live births,Under five mortality (Number per 1000 live births),BBS Vital Statistics 2017,2017,Number of deaths to children under five years old per 1000 live births.,SDG 3.2.1
3,Good Health and Wellbeing,Rajshahi,50,Natore,69,Bangladesh,84,Percent,Ever used a method to avoid pregnancy (Percent),MICS-WM,2019,Percentage of women 15-64 who ever used a method to avoid pregnancy,SDG 3 Related
3,Good Health and Wellbeing,Rajshahi,50,Natore,69,Bangladesh,2,Number per 1000 women,Total fertility rate (Number per 1000 women),BBS Vital Statistics 2017,2017,The total fertility rate is the number of children a woman would bear throughout her lifetime at the rates specified by the schedule of age-specific fertility rates for a particular year.  Obtained by summing the age-specific fertility rates for each year for each age group (usually five-year age groups) of women in child-bearing age. ,SDG 3 Related
3,Good Health and Wellbeing,Rajshahi,50,Nawabganj,70,Bangladesh,63,Percent,Ever used a method to avoid pregnancy (Percent),MICS-WM,2019,Percentage of women 15-64 who ever used a method to avoid pregnancy,SDG 3 Related
3,Good Health and Wellbeing,Rajshahi,50,Nawabganj,70,Bangladesh,3,Number per 1000 women,Total fertility rate (Number per 1000 women),BBS Vital Statistics 2017,2017,The total fertility rate is the number of children a woman would bear throughout her lifetime at the rates specified by the schedule of age-specific fertility rates for a particular year.  Obtained by summing the age-specific fertility rates for each year for each age group (usually five-year age groups) of women in child-bearing age. ,SDG 3 Related
3,Good Health and Wellbeing,Rajshahi,50,Nawabganj,70,Bangladesh,52,Number per 1000 live births,Infant mortality rate (Number per 1000 live births),BBS Vital Statistics 2017,2017,"Number of infant deaths per 1000 live births, where infants are defined as those who are younger than one year old. ",SDG 3 Related
3,Good Health and Wellbeing,Rajshahi,50,Nawabganj,70,Bangladesh,52,Number per 1000 live births,Under five mortality (Number per 1000 live births),BBS Vital Statistics 2017,2017,Number of deaths to children under five years old per 1000 live births.,SDG 3.2.1
3,Good Health and Wellbeing,Rajshahi,50,Nawabganj,70,Bangladesh,84,Number per 1000 women,General fertility rate (Number per 1000 women),BBS Vital Statistics 2017,2017,The number of live births per year per 1000 women of child-bearing age. ,SDG 3 Related
3,Good Health and Wellbeing,Rajshahi,50,Nawabganj,70,Bangladesh,60,Percent,Contraceptive prevalence rate (Percent),BBS Vital Statistics 2017,2017,Percentage of currently married women of child-bearing age who report using a family planning method at the time of the inquiry. ,SDG 3 Related
3,Good Health and Wellbeing,Rajshahi,50,Pabna,76,Bangladesh,67,Percent,Contraceptive prevalence rate (Percent),BBS Vital Statistics 2017,2017,Percentage of currently married women of child-bearing age who report using a family planning method at the time of the inquiry. ,SDG 3 Related
3,Good Health and Wellbeing,Rajshahi,50,Pabna,76,Bangladesh,13,Number per 1000 live births,Infant mortality rate (Number per 1000 live births),BBS Vital Statistics 2017,2017,"Number of infant deaths per 1000 live births, where infants are defined as those who are younger than one year old. ",SDG 3 Related
3,Good Health and Wellbeing,Rajshahi,50,Pabna,76,Bangladesh,27,Number per 1000 live births,Under five mortality (Number per 1000 live births),BBS Vital Statistics 2017,2017,Number of deaths to children under five years old per 1000 live births.,SDG 3.2.1
3,Good Health and Wellbeing,Rajshahi,50,Pabna,76,Bangladesh,60,Number per 1000 women,General fertility rate (Number per 1000 women),BBS Vital Statistics 2017,2017,The number of live births per year per 1000 women of child-bearing age. ,SDG 3 Related
3,Good Health and Wellbeing,Rajshahi,50,Pabna,76,Bangladesh,2,Number per 1000 women,Total fertility rate (Number per 1000 women),BBS Vital Statistics 2017,2017,The total fertility rate is the number of children a woman would bear throughout her lifetime at the rates specified by the schedule of age-specific fertility rates for a particular year.  Obtained by summing the age-specific fertility rates for each year for each age group (usually five-year age groups) of women in child-bearing age. ,SDG 3 Related
3,Good Health and Wellbeing,Rajshahi,50,Pabna,76,Bangladesh,70,Percent,Ever used a method to avoid pregnancy (Percent),MICS-WM,2019,Percentage of women 15-64 who ever used a method to avoid pregnancy,SDG 3 Related
3,Good Health and Wellbeing,Rajshahi,50,Rajshahi,81,Bangladesh,73,Percent,Ever used a method to avoid pregnancy (Percent),MICS-WM,2019,Percentage of women 15-64 who ever used a method to avoid pregnancy,SDG 3 Related
3,Good Health and Wellbeing,Rajshahi,50,Rajshahi,81,Bangladesh,27,Number per 1000 live births,Infant mortality rate (Number per 1000 live births),BBS Vital Statistics 2017,2017,"Number of infant deaths per 1000 live births, where infants are defined as those who are younger than one year old. ",SDG 3 Related
3,Good Health and Wellbeing,Rajshahi,50,Rajshahi,81,Bangladesh,31,Number per 1000 live births,Under five mortality (Number per 1000 live births),BBS Vital Statistics 2017,2017,Number of deaths to children under five years old per 1000 live births.,SDG 3.2.1
3,Good Health and Wellbeing,Rajshahi,50,Rajshahi,81,Bangladesh,73,Percent,Contraceptive prevalence rate (Percent),BBS Vital Statistics 2017,2017,Percentage of currently married women of child-bearing age who report using a family planning method at the time of the inquiry. ,SDG 3 Related
3,Good Health and Wellbeing,Rajshahi,50,Rajshahi,81,Bangladesh,2,Number per 1000 women,Total fertility rate (Number per 1000 women),BBS Vital Statistics 2017,2017,The total fertility rate is the number of children a woman would bear throughout her lifetime at the rates specified by the schedule of age-specific fertility rates for a particular year.  Obtained by summing the age-specific fertility rates for each year for each age group (usually five-year age groups) of women in child-bearing age. ,SDG 3 Related
3,Good Health and Wellbeing,Rajshahi,50,Rajshahi,81,Bangladesh,56,Number per 1000 women,General fertility rate (Number per 1000 women),BBS Vital Statistics 2017,2017,The number of live births per year per 1000 women of child-bearing age. ,SDG 3 Related
3,Good Health and Wellbeing,Rajshahi,50,Sirajganj,88,Bangladesh,80,Number per 1000 women,General fertility rate (Number per 1000 women),BBS Vital Statistics 2017,2017,The number of live births per year per 1000 women of child-bearing age. ,SDG 3 Related
3,Good Health and Wellbeing,Rajshahi,50,Sirajganj,88,Bangladesh,72,Percent,Contraceptive prevalence rate (Percent),BBS Vital Statistics 2017,2017,Percentage of currently married women of child-bearing age who report using a family planning method at the time of the inquiry. ,SDG 3 Related
3,Good Health and Wellbeing,Rajshahi,50,Sirajganj,88,Bangladesh,3,Number per 1000 women,Total fertility rate (Number per 1000 women),BBS Vital Statistics 2017,2017,The total fertility rate is the number of children a woman would bear throughout her lifetime at the rates specified by the schedule of age-specific fertility rates for a particular year.  Obtained by summing the age-specific fertility rates for each year for each age group (usually five-year age groups) of women in child-bearing age. ,SDG 3 Related
3,Good Health and Wellbeing,Rajshahi,50,Sirajganj,88,Bangladesh,31,Number per 1000 live births,Under five mortality (Number per 1000 live births),BBS Vital Statistics 2017,2017,Number of deaths to children under five years old per 1000 live births.,SDG 3.2.1
3,Good Health and Wellbeing,Rajshahi,50,Sirajganj,88,Bangladesh,72,Percent,Ever used a method to avoid pregnancy (Percent),MICS-WM,2019,Percentage of women 15-64 who ever used a method to avoid pregnancy,SDG 3 Related
3,Good Health and Wellbeing,Rajshahi,50,Sirajganj,88,Bangladesh,27,Number per 1000 live births,Infant mortality rate (Number per 1000 live births),BBS Vital Statistics 2017,2017,"Number of infant deaths per 1000 live births, where infants are defined as those who are younger than one year old. ",SDG 3 Related
3,Good Health and Wellbeing,Rangpur,55,Dinajpur,27,Bangladesh,2,Number per 1000 women,Total fertility rate (Number per 1000 women),BBS Vital Statistics 2017,2017,The total fertility rate is the number of children a woman would bear throughout her lifetime at the rates specified by the schedule of age-specific fertility rates for a particular year.  Obtained by summing the age-specific fertility rates for each year for each age group (usually five-year age groups) of women in child-bearing age. ,SDG 3 Related
3,Good Health and Wellbeing,Rangpur,55,Dinajpur,27,Bangladesh,51,Percent,Ever used a method to avoid pregnancy (Percent),MICS-WM,2019,Percentage of women 15-64 who ever used a method to avoid pregnancy,SDG 3 Related
3,Good Health and Wellbeing,Rangpur,55,Dinajpur,27,Bangladesh,61,Number per 1000 women,General fertility rate (Number per 1000 women),BBS Vital Statistics 2017,2017,The number of live births per year per 1000 women of child-bearing age. ,SDG 3 Related
3,Good Health and Wellbeing,Rangpur,55,Dinajpur,27,Bangladesh,24,Number per 1000 live births,Under five mortality (Number per 1000 live births),BBS Vital Statistics 2017,2017,Number of deaths to children under five years old per 1000 live births.,SDG 3.2.1
3,Good Health and Wellbeing,Rangpur,55,Dinajpur,27,Bangladesh,71,Percent,Contraceptive prevalence rate (Percent),BBS Vital Statistics 2017,2017,Percentage of currently married women of child-bearing age who report using a family planning method at the time of the inquiry. ,SDG 3 Related
3,Good Health and Wellbeing,Rangpur,55,Dinajpur,27,Bangladesh,24,Number per 1000 live births,Infant mortality rate (Number per 1000 live births),BBS Vital Statistics 2017,2017,"Number of infant deaths per 1000 live births, where infants are defined as those who are younger than one year old. ",SDG 3 Related
3,Good Health and Wellbeing,Rangpur,55,Gaibandha,32,Bangladesh,67,Percent,Ever used a method to avoid pregnancy (Percent),MICS-WM,2019,Percentage of women 15-64 who ever used a method to avoid pregnancy,SDG 3 Related
